experiment,instance,dataset,size_category,n,m,component_config,config_description,treedepth,time,status,timeout,preprocessing_enabled,mipstart_enabled,lazy_constraints_enabled,gurobi_presolve,encoding_variant,problem_variables,problem_constraints,gurobi_objval,gurobi_mip_gap,gurobi_node_count,graph_density,graph_components,preprocessing_reduction,memory_usage_mb,golden_standard,is_correct,validation_status,error_type
E4_4_components,Brinkmann,famous,MEDIUM,21,42,baseline,基线配置(全部启用),12.0,120.101,timeout,True,False,True,True,2,v1_baseline,925,1869,12.0,0.4166666666666667,61736,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Brinkmann,famous,MEDIUM,21,42,no_mipstart,禁用MIPStart,15.0,120.103,timeout,True,False,False,True,2,v1_baseline,925,1869,15.0,0.5333333333333333,73943,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Brinkmann,famous,MEDIUM,21,42,no_lazy,禁用Lazy约束,12.0,120.176,timeout,True,False,True,False,2,v1_baseline,925,9849,12.0,0.4166666666666667,12327,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Brinkmann,famous,MEDIUM,21,42,no_gurobi_presolve,禁用Gurobi预处理,13.0,120.118,timeout,True,False,True,True,0,v1_baseline,925,1869,13.0,0.46153846153846156,57965,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Brinkmann,famous,MEDIUM,21,42,minimal,最小配置(全部禁用),11.0,120.146,timeout,True,False,False,False,0,v1_baseline,925,9849,11.0,0.2727272727272727,18750,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Brinkmann,famous,MEDIUM,21,42,mipstart_only,仅MIPStart,11.0,120.183,timeout,True,False,True,False,0,v1_baseline,925,9849,11.0,0.36363636363636365,13254,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Brinkmann,famous,MEDIUM,21,42,lazy_only,仅Lazy约束,12.0,120.118,timeout,True,False,False,True,0,v1_baseline,925,1869,12.0,0.4166666666666667,124066,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Brinkmann,famous,MEDIUM,21,42,presolve_only,仅Gurobi预处理,11.0,120.151,timeout,True,False,False,False,2,v1_baseline,925,9849,11.0,0.36363636363636365,16139,0.2,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Bull,famous,TINY,5,5,baseline,基线配置(全部启用),3.0,0.006,optimal,False,False,True,True,2,v1_baseline,61,120,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Bull,famous,TINY,5,5,no_mipstart,禁用MIPStart,3.0,0.007,optimal,False,False,False,True,2,v1_baseline,61,120,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Bull,famous,TINY,5,5,no_lazy,禁用Lazy约束,3.0,0.007,optimal,False,False,True,False,2,v1_baseline,61,180,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Bull,famous,TINY,5,5,no_gurobi_presolve,禁用Gurobi预处理,3.0,0.003,optimal,False,False,True,True,0,v1_baseline,61,120,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Bull,famous,TINY,5,5,minimal,最小配置(全部禁用),3.0,0.007,optimal,False,False,False,False,0,v1_baseline,61,180,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Bull,famous,TINY,5,5,mipstart_only,仅MIPStart,3.0,0.004,optimal,False,False,True,False,0,v1_baseline,61,180,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Bull,famous,TINY,5,5,lazy_only,仅Lazy约束,3.0,0.005,optimal,False,False,False,True,0,v1_baseline,61,120,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Bull,famous,TINY,5,5,presolve_only,仅Gurobi预处理,3.0,0.008,optimal,False,False,False,False,2,v1_baseline,61,180,3.0,0.0,1,0.5,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,baseline,基线配置(全部启用),3.0,0.006,optimal,False,False,True,True,2,v1_baseline,61,121,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,no_mipstart,禁用MIPStart,3.0,0.005,optimal,False,False,False,True,2,v1_baseline,61,121,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,no_lazy,禁用Lazy约束,3.0,0.007,optimal,False,False,True,False,2,v1_baseline,61,181,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,no_gurobi_presolve,禁用Gurobi预处理,3.0,0.003,optimal,False,False,True,True,0,v1_baseline,61,121,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,minimal,最小配置(全部禁用),3.0,0.003,optimal,False,False,False,False,0,v1_baseline,61,181,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,mipstart_only,仅MIPStart,3.0,0.004,optimal,False,False,True,False,0,v1_baseline,61,181,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,lazy_only,仅Lazy约束,3.0,0.003,optimal,False,False,False,True,0,v1_baseline,61,121,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Butterfly,famous,TINY,5,6,presolve_only,仅Gurobi预处理,3.0,0.006,optimal,False,False,False,False,2,v1_baseline,61,181,3.0,0.0,1,0.6,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,baseline,基线配置(全部启用),8.0,4.035,optimal,False,False,True,True,2,v1_baseline,313,636,8.0,0.0,4821,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,no_mipstart,禁用MIPStart,8.0,2.722,optimal,False,False,False,True,2,v1_baseline,313,636,8.0,0.0,3728,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,no_lazy,禁用Lazy约束,8.0,1.679,optimal,False,False,True,False,2,v1_baseline,313,1956,8.0,0.0,430,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,no_gurobi_presolve,禁用Gurobi预处理,8.0,3.831,optimal,False,False,True,True,0,v1_baseline,313,636,8.0,0.0,3802,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,minimal,最小配置(全部禁用),8.0,1.591,optimal,False,False,False,False,0,v1_baseline,313,1956,8.0,0.0,784,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,mipstart_only,仅MIPStart,8.0,2.032,optimal,False,False,True,False,0,v1_baseline,313,1956,8.0,0.0,909,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,lazy_only,仅Lazy约束,8.0,1.802,optimal,False,False,False,True,0,v1_baseline,313,636,8.0,0.0,3044,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Chvatal,famous,SMALL,12,24,presolve_only,仅Gurobi预处理,8.0,1.618,optimal,False,False,False,False,2,v1_baseline,313,1956,8.0,0.0,467,0.3636,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,baseline,基线配置(全部启用),10.0,24.244,optimal,False,False,True,True,2,v1_baseline,545,1112,10.0,0.0,8003,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,no_mipstart,禁用MIPStart,10.0,28.161,optimal,False,False,False,True,2,v1_baseline,545,1112,10.0,0.0,22479,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,no_lazy,禁用Lazy约束,10.0,33.729,optimal,False,False,True,False,2,v1_baseline,545,4472,10.0,0.0,4675,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,no_gurobi_presolve,禁用Gurobi预处理,10.0,23.673,optimal,False,False,True,True,0,v1_baseline,545,1112,10.0,0.0,9906,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,minimal,最小配置(全部禁用),10.0,26.814,optimal,False,False,False,False,0,v1_baseline,545,4472,10.0,0.0,5207,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,mipstart_only,仅MIPStart,10.0,43.719,optimal,False,False,True,False,0,v1_baseline,545,4472,10.0,0.0,5701,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,lazy_only,仅Lazy约束,10.0,24.048,optimal,False,False,False,True,0,v1_baseline,545,1112,10.0,0.0,21341,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Clebsch,famous,SMALL,16,40,presolve_only,仅Gurobi预处理,10.0,16.765,optimal,False,False,False,False,2,v1_baseline,545,4472,10.0,0.0,4333,0.3333,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Desargues,famous,SMALL,20,30,baseline,基线配置(全部启用),12.0,120.142,timeout,True,False,True,True,2,v1_baseline,841,1690,12.0,0.5833333333333334,107605,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Desargues,famous,SMALL,20,30,no_mipstart,禁用MIPStart,10.0,120.14,timeout,True,False,False,True,2,v1_baseline,841,1690,10.0,0.5,161256,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Desargues,famous,SMALL,20,30,no_lazy,禁用Lazy约束,10.0,120.162,timeout,True,False,True,False,2,v1_baseline,841,8530,10.0,0.5,25960,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Desargues,famous,SMALL,20,30,no_gurobi_presolve,禁用Gurobi预处理,10.0,120.114,timeout,True,False,True,True,0,v1_baseline,841,1690,10.0,0.5,87116,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Desargues,famous,SMALL,20,30,minimal,最小配置(全部禁用),9.0,120.14,timeout,True,False,False,False,0,v1_baseline,841,8530,9.0,0.3333333333333333,60406,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Desargues,famous,SMALL,20,30,mipstart_only,仅MIPStart,9.0,120.194,timeout,True,False,True,False,0,v1_baseline,841,8530,9.0,0.3333333333333333,31593,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Desargues,famous,SMALL,20,30,lazy_only,仅Lazy约束,12.0,120.149,timeout,True,False,False,True,0,v1_baseline,841,1690,12.0,0.5833333333333334,178731,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Desargues,famous,SMALL,20,30,presolve_only,仅Gurobi预处理,10.0,120.153,timeout,True,False,False,False,2,v1_baseline,841,8530,10.0,0.5,67320,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Diamond,famous,TINY,4,5,baseline,基线配置(全部启用),3.0,0.005,optimal,False,False,True,True,2,v1_baseline,41,81,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Diamond,famous,TINY,4,5,no_mipstart,禁用MIPStart,3.0,0.004,optimal,False,False,False,True,2,v1_baseline,41,81,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Diamond,famous,TINY,4,5,no_lazy,禁用Lazy约束,3.0,0.006,optimal,False,False,True,False,2,v1_baseline,41,105,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Diamond,famous,TINY,4,5,no_gurobi_presolve,禁用Gurobi预处理,3.0,0.002,optimal,False,False,True,True,0,v1_baseline,41,81,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Diamond,famous,TINY,4,5,minimal,最小配置(全部禁用),3.0,0.003,optimal,False,False,False,False,0,v1_baseline,41,105,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Diamond,famous,TINY,4,5,mipstart_only,仅MIPStart,3.0,0.003,optimal,False,False,True,False,0,v1_baseline,41,105,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Diamond,famous,TINY,4,5,lazy_only,仅Lazy约束,3.0,0.002,optimal,False,False,False,True,0,v1_baseline,41,81,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Diamond,famous,TINY,4,5,presolve_only,仅Gurobi预处理,3.0,0.004,optimal,False,False,False,False,2,v1_baseline,41,105,3.0,0.0,1,0.8333,1,0.0,0.0,3.0,True,correct_optimal,
E4_4_components,Dodecahedron,famous,SMALL,20,30,baseline,基线配置(全部启用),10.0,120.111,timeout,True,False,True,True,2,v1_baseline,841,1690,10.0,0.4,98128,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Dodecahedron,famous,SMALL,20,30,no_mipstart,禁用MIPStart,10.0,120.143,timeout,True,False,False,True,2,v1_baseline,841,1690,10.0,0.4,156546,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Dodecahedron,famous,SMALL,20,30,no_lazy,禁用Lazy约束,9.0,120.184,timeout,True,False,True,False,2,v1_baseline,841,8530,9.0,0.3333333333333333,34816,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Dodecahedron,famous,SMALL,20,30,no_gurobi_presolve,禁用Gurobi预处理,11.0,120.134,timeout,True,False,True,True,0,v1_baseline,841,1690,11.0,0.45454545454545453,112843,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Dodecahedron,famous,SMALL,20,30,minimal,最小配置(全部禁用),10.0,120.164,timeout,True,False,False,False,0,v1_baseline,841,8530,10.0,0.4,63926,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Dodecahedron,famous,SMALL,20,30,mipstart_only,仅MIPStart,9.0,120.172,timeout,True,False,True,False,0,v1_baseline,841,8530,9.0,0.3333333333333333,37877,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Dodecahedron,famous,SMALL,20,30,lazy_only,仅Lazy约束,10.0,120.139,timeout,True,False,False,True,0,v1_baseline,841,1690,10.0,0.3999999999999999,196008,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Dodecahedron,famous,SMALL,20,30,presolve_only,仅Gurobi预处理,9.0,120.192,timeout,True,False,False,False,2,v1_baseline,841,8530,9.0,0.3333333333333333,66270,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Durer,famous,SMALL,12,18,baseline,基线配置(全部启用),7.0,2.97,optimal,False,False,True,True,2,v1_baseline,313,630,7.0,0.0,3088,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Durer,famous,SMALL,12,18,no_mipstart,禁用MIPStart,7.0,1.98,optimal,False,False,False,True,2,v1_baseline,313,630,7.0,0.0,3677,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Durer,famous,SMALL,12,18,no_lazy,禁用Lazy约束,7.0,4.778,optimal,False,False,True,False,2,v1_baseline,313,1950,7.0,0.0,5384,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Durer,famous,SMALL,12,18,no_gurobi_presolve,禁用Gurobi预处理,7.0,2.766,optimal,False,False,True,True,0,v1_baseline,313,630,7.0,0.0,3617,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Durer,famous,SMALL,12,18,minimal,最小配置(全部禁用),7.0,2.84,optimal,False,False,False,False,0,v1_baseline,313,1950,7.0,0.0,4087,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Durer,famous,SMALL,12,18,mipstart_only,仅MIPStart,7.0,3.475,optimal,False,False,True,False,0,v1_baseline,313,1950,7.0,0.0,3564,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Durer,famous,SMALL,12,18,lazy_only,仅Lazy约束,7.0,1.922,optimal,False,False,False,True,0,v1_baseline,313,630,7.0,0.0,4091,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Durer,famous,SMALL,12,18,presolve_only,仅Gurobi预处理,7.0,3.662,optimal,False,False,False,False,2,v1_baseline,313,1950,7.0,0.0,4910,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Errera,famous,SMALL,17,45,baseline,基线配置(全部启用),10.0,120.078,timeout,True,False,True,True,2,v1_baseline,613,1252,10.0,0.2,78949,0.3309,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Errera,famous,SMALL,17,45,no_mipstart,禁用MIPStart,10.0,120.094,timeout,True,False,False,True,2,v1_baseline,613,1252,10.0,0.2,122414,0.3309,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Errera,famous,SMALL,17,45,no_lazy,禁用Lazy约束,10.0,44.403,optimal,False,False,True,False,2,v1_baseline,613,5332,10.0,0.0,5854,0.3309,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Errera,famous,SMALL,17,45,no_gurobi_presolve,禁用Gurobi预处理,10.0,120.072,timeout,True,False,True,True,0,v1_baseline,613,1252,10.0,0.1,56889,0.3309,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Errera,famous,SMALL,17,45,minimal,最小配置(全部禁用),10.0,28.378,optimal,False,False,False,False,0,v1_baseline,613,5332,10.0,0.0,6693,0.3309,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Errera,famous,SMALL,17,45,mipstart_only,仅MIPStart,10.0,40.749,optimal,False,False,True,False,0,v1_baseline,613,5332,10.0,0.0,7017,0.3309,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Errera,famous,SMALL,17,45,lazy_only,仅Lazy约束,10.0,120.074,timeout,True,False,False,True,0,v1_baseline,613,1252,10.0,0.2,124037,0.3309,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Errera,famous,SMALL,17,45,presolve_only,仅Gurobi预处理,10.0,28.98,optimal,False,False,False,False,2,v1_baseline,613,5332,10.0,0.0,7115,0.3309,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,FlowerSnark,famous,SMALL,20,30,baseline,基线配置(全部启用),10.0,120.112,timeout,True,False,True,True,2,v1_baseline,841,1690,10.0,0.4,80307,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,FlowerSnark,famous,SMALL,20,30,no_mipstart,禁用MIPStart,10.0,120.145,timeout,True,False,False,True,2,v1_baseline,841,1690,10.0,0.4,151558,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,FlowerSnark,famous,SMALL,20,30,no_lazy,禁用Lazy约束,10.0,120.151,timeout,True,False,True,False,2,v1_baseline,841,8530,10.0,0.4,25535,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,FlowerSnark,famous,SMALL,20,30,no_gurobi_presolve,禁用Gurobi预处理,12.0,120.121,timeout,True,False,True,True,0,v1_baseline,841,1690,12.0,0.5833333333333334,93225,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,FlowerSnark,famous,SMALL,20,30,minimal,最小配置(全部禁用),10.0,120.156,timeout,True,False,False,False,0,v1_baseline,841,8530,10.0,0.4,57770,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,FlowerSnark,famous,SMALL,20,30,mipstart_only,仅MIPStart,9.0,120.164,timeout,True,False,True,False,0,v1_baseline,841,8530,9.0,0.3333333333333333,36151,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,FlowerSnark,famous,SMALL,20,30,lazy_only,仅Lazy约束,10.0,120.174,timeout,True,False,False,True,0,v1_baseline,841,1690,10.0,0.4,192129,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,FlowerSnark,famous,SMALL,20,30,presolve_only,仅Gurobi预处理,10.0,120.177,timeout,True,False,False,False,2,v1_baseline,841,8530,10.0,0.4,40469,0.1579,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Folkman,famous,SMALL,20,40,baseline,基线配置(全部启用),10.0,120.096,timeout,True,False,True,True,2,v1_baseline,841,1700,10.0,0.4,73436,0.2105,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Folkman,famous,SMALL,20,40,no_mipstart,禁用MIPStart,10.0,120.103,timeout,True,False,False,True,2,v1_baseline,841,1700,10.0,0.4,80354,0.2105,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Folkman,famous,SMALL,20,40,no_lazy,禁用Lazy约束,9.0,120.167,timeout,True,False,True,False,2,v1_baseline,841,8540,9.0,0.3333333333333333,20476,0.2105,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Folkman,famous,SMALL,20,40,no_gurobi_presolve,禁用Gurobi预处理,11.0,120.107,timeout,True,False,True,True,0,v1_baseline,841,1700,11.0,0.45454545454545453,73803,0.2105,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Folkman,famous,SMALL,20,40,minimal,最小配置(全部禁用),9.0,120.159,timeout,True,False,False,False,0,v1_baseline,841,8540,9.0,0.2222222222222222,29984,0.2105,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Folkman,famous,SMALL,20,40,mipstart_only,仅MIPStart,10.0,120.162,timeout,True,False,True,False,0,v1_baseline,841,8540,10.0,0.4,19465,0.2105,1,0.0,0.0,9.0,False,error,timeout_not_optimal
E4_4_components,Folkman,famous,SMALL,20,40,lazy_only,仅Lazy约束,11.0,120.107,timeout,True,False,False,True,0,v1_baseline,841,1700,11.0,0.45454545454545453,79472,0.2105,1,0.0,0.0,9.0,False,error,timeout_not_optimal
