experiment,instance,dataset,size_category,n,m,component_config,config_description,treedepth,time,status,timeout,preprocessing_enabled,mipstart_enabled,lazy_constraints_enabled,gurobi_presolve,encoding_variant,problem_variables,problem_constraints,gurobi_objval,gurobi_mip_gap,gurobi_node_count,graph_density,graph_components,preprocessing_reduction,memory_usage_mb,golden_standard,is_correct,validation_status,error_type
E4_4_components,Pappus,famous,SMALL,18,27,no_lazy,禁用Lazy约束,8.0,120.126,timeout,True,False,True,False,2,v1_baseline,685,6273,8.0,0.25,34000,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,no_gurobi_presolve,禁用Gurobi预处理,9.0,120.098,timeout,True,False,True,True,0,v1_baseline,685,1377,9.0,0.3333333333333333,101456,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,minimal,最小配置(全部禁用),8.0,120.13,timeout,True,False,False,False,0,v1_baseline,685,6273,8.0,0.125,69121,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,mipstart_only,仅MIPStart,8.0,120.163,timeout,True,False,True,False,0,v1_baseline,685,6273,8.0,0.125,39579,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,lazy_only,仅Lazy约束,8.0,120.108,timeout,True,False,False,True,0,v1_baseline,685,1377,8.0,0.25,153948,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Pappus,famous,SMALL,18,27,presolve_only,仅Gurobi预处理,9.0,120.147,timeout,True,False,False,False,2,v1_baseline,685,6273,9.0,0.3333333333333333,53410,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_4_components,Petersen,famous,TINY,10,15,baseline,基线配置(全部启用),6.0,0.609,optimal,False,False,True,True,2,v1_baseline,221,445,6.0,0.0,553,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,no_mipstart,禁用MIPStart,6.0,0.466,optimal,False,False,False,True,2,v1_baseline,221,445,6.0,0.0,1165,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,no_lazy,禁用Lazy约束,6.0,0.508,optimal,False,False,True,False,2,v1_baseline,221,1165,6.0,0.0,54,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,no_gurobi_presolve,禁用Gurobi预处理,6.0,0.333,optimal,False,False,True,True,0,v1_baseline,221,445,6.0,0.0,209,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,minimal,最小配置(全部禁用),6.0,0.475,optimal,False,False,False,False,0,v1_baseline,221,1165,6.0,0.0,55,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,mipstart_only,仅MIPStart,6.0,0.433,optimal,False,False,True,False,0,v1_baseline,221,1165,6.0,0.0,80,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,lazy_only,仅Lazy约束,6.0,0.374,optimal,False,False,False,True,0,v1_baseline,221,445,6.0,0.0,627,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Petersen,famous,TINY,10,15,presolve_only,仅Gurobi预处理,6.0,0.386,optimal,False,False,False,False,2,v1_baseline,221,1165,6.0,0.0,1,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,baseline,基线配置(全部启用),5.0,0.575,optimal,False,False,True,True,2,v1_baseline,181,363,5.0,0.0,80,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,no_mipstart,禁用MIPStart,5.0,0.455,optimal,False,False,False,True,2,v1_baseline,181,363,5.0,0.0,85,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,no_lazy,禁用Lazy约束,5.0,0.138,optimal,False,False,True,False,2,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,no_gurobi_presolve,禁用Gurobi预处理,5.0,0.556,optimal,False,False,True,True,0,v1_baseline,181,363,5.0,0.0,25,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,minimal,最小配置(全部禁用),5.0,0.15,optimal,False,False,False,False,0,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,mipstart_only,仅MIPStart,5.0,0.153,optimal,False,False,True,False,0,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,lazy_only,仅Lazy约束,5.0,0.718,optimal,False,False,False,True,0,v1_baseline,181,363,5.0,0.0,575,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Pmin,famous,TINY,9,12,presolve_only,仅Gurobi预处理,5.0,0.164,optimal,False,False,False,False,2,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,baseline,基线配置(全部启用),9.0,15.938,optimal,False,False,True,True,2,v1_baseline,481,984,9.0,0.0,11969,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,no_mipstart,禁用MIPStart,9.0,18.442,optimal,False,False,False,True,2,v1_baseline,481,984,9.0,0.0,30795,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,no_lazy,禁用Lazy约束,9.0,14.568,optimal,False,False,True,False,2,v1_baseline,481,3714,9.0,0.0,3175,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,no_gurobi_presolve,禁用Gurobi预处理,9.0,15.56,optimal,False,False,True,True,0,v1_baseline,481,984,9.0,0.0,10565,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,minimal,最小配置(全部禁用),9.0,10.99,optimal,False,False,False,False,0,v1_baseline,481,3714,9.0,0.0,3132,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,mipstart_only,仅MIPStart,9.0,16.523,optimal,False,False,True,False,0,v1_baseline,481,3714,9.0,0.0,4547,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,lazy_only,仅Lazy约束,9.0,13.342,optimal,False,False,False,True,0,v1_baseline,481,984,9.0,0.0,21600,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Poussin,famous,SMALL,15,39,presolve_only,仅Gurobi预处理,9.0,14.748,optimal,False,False,False,False,2,v1_baseline,481,3714,9.0,0.0,5413,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,baseline,基线配置(全部启用),5.0,0.224,optimal,False,False,True,True,2,v1_baseline,85,171,5.0,0.0,17,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,no_mipstart,禁用MIPStart,5.0,0.235,optimal,False,False,False,True,2,v1_baseline,85,171,5.0,0.0,21,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,no_lazy,禁用Lazy约束,5.0,0.039,optimal,False,False,True,False,2,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,no_gurobi_presolve,禁用Gurobi预处理,5.0,0.236,optimal,False,False,True,True,0,v1_baseline,85,171,5.0,0.0,17,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,minimal,最小配置(全部禁用),5.0,0.035,optimal,False,False,False,False,0,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,mipstart_only,仅MIPStart,5.0,0.033,optimal,False,False,True,False,0,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,lazy_only,仅Lazy约束,5.0,0.154,optimal,False,False,False,True,0,v1_baseline,85,171,5.0,0.0,8,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Prism,famous,TINY,6,9,presolve_only,仅Gurobi预处理,5.0,0.039,optimal,False,False,False,False,2,v1_baseline,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,Robertson,famous,SMALL,19,38,baseline,基线配置(全部启用),12.0,120.099,timeout,True,False,True,True,2,v1_baseline,761,1539,12.0,0.4166666666666667,72073,0.2222,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Robertson,famous,SMALL,19,38,no_mipstart,禁用MIPStart,11.0,120.105,timeout,True,False,False,True,2,v1_baseline,761,1539,11.0,0.36363636363636365,109939,0.2222,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Robertson,famous,SMALL,19,38,no_lazy,禁用Lazy约束,10.0,94.144,optimal,False,False,True,False,2,v1_baseline,761,7353,10.0,0.0,9206,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Robertson,famous,SMALL,19,38,no_gurobi_presolve,禁用Gurobi预处理,11.0,120.091,timeout,True,False,True,True,0,v1_baseline,761,1539,11.0,0.2727272727272727,63864,0.2222,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Robertson,famous,SMALL,19,38,minimal,最小配置(全部禁用),10.0,92.158,optimal,False,False,False,False,0,v1_baseline,761,7353,10.0,0.0,19842,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Robertson,famous,SMALL,19,38,mipstart_only,仅MIPStart,10.0,95.552,optimal,False,False,True,False,0,v1_baseline,761,7353,10.0,0.0,9835,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Robertson,famous,SMALL,19,38,lazy_only,仅Lazy约束,12.0,120.114,timeout,True,False,False,True,0,v1_baseline,761,1539,12.0,0.4166666666666667,131599,0.2222,1,0.0,0.0,10.0,False,error,timeout_not_optimal
E4_4_components,Robertson,famous,SMALL,19,38,presolve_only,仅Gurobi预处理,10.0,71.441,optimal,False,False,False,False,2,v1_baseline,761,7353,10.0,0.0,10622,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_4_components,Shrikhande,famous,SMALL,16,48,baseline,基线配置(全部启用),11.0,120.062,timeout,True,False,True,True,2,v1_baseline,545,1120,11.0,0.18181818181818182,50134,0.4,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Shrikhande,famous,SMALL,16,48,no_mipstart,禁用MIPStart,11.0,120.078,timeout,True,False,False,True,2,v1_baseline,545,1120,11.0,0.09090909090909091,84740,0.4,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Shrikhande,famous,SMALL,16,48,no_lazy,禁用Lazy约束,11.0,48.859,optimal,False,False,True,False,2,v1_baseline,545,4480,11.0,0.0,5796,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_4_components,Shrikhande,famous,SMALL,16,48,no_gurobi_presolve,禁用Gurobi预处理,11.0,120.051,timeout,True,False,True,True,0,v1_baseline,545,1120,11.0,0.09090909090909075,55672,0.4,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Shrikhande,famous,SMALL,16,48,minimal,最小配置(全部禁用),11.0,31.818,optimal,False,False,False,False,0,v1_baseline,545,4480,11.0,0.0,5370,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_4_components,Shrikhande,famous,SMALL,16,48,mipstart_only,仅MIPStart,11.0,48.728,optimal,False,False,True,False,0,v1_baseline,545,4480,11.0,0.0,4759,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_4_components,Shrikhande,famous,SMALL,16,48,lazy_only,仅Lazy约束,11.0,120.061,timeout,True,False,False,True,0,v1_baseline,545,1120,11.0,0.09090909090909091,104737,0.4,1,0.0,0.0,11.0,False,error,timeout_not_optimal
E4_4_components,Shrikhande,famous,SMALL,16,48,presolve_only,仅Gurobi预处理,11.0,32.856,optimal,False,False,False,False,2,v1_baseline,545,4480,11.0,0.0,6825,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,baseline,基线配置(全部启用),8.0,20.664,optimal,False,False,True,True,2,v1_baseline,545,1099,8.0,0.0,22760,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,no_mipstart,禁用MIPStart,8.0,34.257,optimal,False,False,False,True,2,v1_baseline,545,1099,8.0,0.0,72674,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,no_lazy,禁用Lazy约束,8.0,14.065,optimal,False,False,True,False,2,v1_baseline,545,4459,8.0,0.0,3397,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,no_gurobi_presolve,禁用Gurobi预处理,8.0,12.104,optimal,False,False,True,True,0,v1_baseline,545,1099,8.0,0.0,11445,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,minimal,最小配置(全部禁用),8.0,13.858,optimal,False,False,False,False,0,v1_baseline,545,4459,8.0,0.0,7138,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,mipstart_only,仅MIPStart,8.0,17.308,optimal,False,False,True,False,0,v1_baseline,545,4459,8.0,0.0,5092,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,lazy_only,仅Lazy约束,8.0,28.473,optimal,False,False,False,True,0,v1_baseline,545,1099,8.0,0.0,60008,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Sousselier,famous,SMALL,16,27,presolve_only,仅Gurobi预处理,8.0,11.107,optimal,False,False,False,False,2,v1_baseline,545,4459,8.0,0.0,7132,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,baseline,基线配置(全部启用),7.0,7.837,optimal,False,False,True,True,2,v1_baseline,313,630,7.0,0.0,13959,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,no_mipstart,禁用MIPStart,7.0,2.317,optimal,False,False,False,True,2,v1_baseline,313,630,7.0,0.0,3080,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,no_lazy,禁用Lazy约束,7.0,2.692,optimal,False,False,True,False,2,v1_baseline,313,1950,7.0,0.0,2150,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,no_gurobi_presolve,禁用Gurobi预处理,7.0,8.721,optimal,False,False,True,True,0,v1_baseline,313,630,7.0,0.0,19901,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,minimal,最小配置(全部禁用),7.0,1.512,optimal,False,False,False,False,0,v1_baseline,313,1950,7.0,0.0,1902,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,mipstart_only,仅MIPStart,7.0,2.866,optimal,False,False,True,False,0,v1_baseline,313,1950,7.0,0.0,2338,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,lazy_only,仅Lazy约束,7.0,2.216,optimal,False,False,False,True,0,v1_baseline,313,630,7.0,0.0,3568,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Tietze,famous,SMALL,12,18,presolve_only,仅Gurobi预处理,7.0,1.541,optimal,False,False,False,False,2,v1_baseline,313,1950,7.0,0.0,1750,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,baseline,基线配置(全部启用),6.0,0.263,optimal,False,False,True,True,2,v1_baseline,145,292,6.0,0.0,338,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,no_mipstart,禁用MIPStart,6.0,0.227,optimal,False,False,False,True,2,v1_baseline,145,292,6.0,0.0,229,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,no_lazy,禁用Lazy约束,6.0,0.117,optimal,False,False,True,False,2,v1_baseline,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,no_gurobi_presolve,禁用Gurobi预处理,6.0,0.279,optimal,False,False,True,True,0,v1_baseline,145,292,6.0,0.0,437,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,minimal,最小配置(全部禁用),6.0,0.176,optimal,False,False,False,False,0,v1_baseline,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,mipstart_only,仅MIPStart,6.0,0.148,optimal,False,False,True,False,0,v1_baseline,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,lazy_only,仅Lazy约束,6.0,0.217,optimal,False,False,False,True,0,v1_baseline,145,292,6.0,0.0,294,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Wagner,famous,TINY,8,12,presolve_only,仅Gurobi预处理,6.0,0.146,optimal,False,False,False,False,2,v1_baseline,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_4_components,Watsin,famous,LARGE,50,75,baseline,基线配置(全部启用),35.0,120.199,timeout,True,False,True,True,2,v1_baseline,5101,10225,35.0,0.8857142857142857,4898,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Watsin,famous,LARGE,50,75,no_mipstart,禁用MIPStart,,120.533,failed,True,False,False,True,2,v1_baseline,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Watsin,famous,LARGE,50,75,no_lazy,禁用Lazy约束,27.0,121.59,timeout,True,False,True,False,2,v1_baseline,5101,127825,27.0,0.8518518518518519,309,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Watsin,famous,LARGE,50,75,no_gurobi_presolve,禁用Gurobi预处理,35.0,120.664,timeout,True,False,True,True,0,v1_baseline,5101,10225,35.0,0.8857142857142857,3757,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Watsin,famous,LARGE,50,75,minimal,最小配置(全部禁用),,121.606,failed,True,False,False,False,0,v1_baseline,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Watsin,famous,LARGE,50,75,mipstart_only,仅MIPStart,29.0,121.534,timeout,True,False,True,False,0,v1_baseline,5101,127825,29.0,0.8620689655172413,1315,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Watsin,famous,LARGE,50,75,lazy_only,仅Lazy约束,,120.826,failed,True,False,False,True,0,v1_baseline,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,Watsin,famous,LARGE,50,75,presolve_only,仅Gurobi预处理,,121.422,failed,True,False,False,False,2,v1_baseline,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_4_components,3x3-grid,standard,TINY,9,12,baseline,基线配置(全部启用),5.0,0.664,optimal,False,False,True,True,2,v1_baseline,181,363,5.0,0.0,80,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,3x3-grid,standard,TINY,9,12,no_mipstart,禁用MIPStart,5.0,0.669,optimal,False,False,False,True,2,v1_baseline,181,363,5.0,0.0,161,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,3x3-grid,standard,TINY,9,12,no_lazy,禁用Lazy约束,5.0,0.131,optimal,False,False,True,False,2,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,3x3-grid,standard,TINY,9,12,no_gurobi_presolve,禁用Gurobi预处理,5.0,0.471,optimal,False,False,True,True,0,v1_baseline,181,363,5.0,0.0,37,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,3x3-grid,standard,TINY,9,12,minimal,最小配置(全部禁用),5.0,0.155,optimal,False,False,False,False,0,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,3x3-grid,standard,TINY,9,12,mipstart_only,仅MIPStart,5.0,0.152,optimal,False,False,True,False,0,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,3x3-grid,standard,TINY,9,12,lazy_only,仅Lazy约束,5.0,0.66,optimal,False,False,False,True,0,v1_baseline,181,363,5.0,0.0,413,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,3x3-grid,standard,TINY,9,12,presolve_only,仅Gurobi预处理,5.0,0.144,optimal,False,False,False,False,2,v1_baseline,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,baseline,基线配置(全部启用),7.0,27.3,optimal,False,False,True,True,2,v1_baseline,545,1096,7.0,0.0,35835,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,no_mipstart,禁用MIPStart,7.0,20.309,optimal,False,False,False,True,2,v1_baseline,545,1096,7.0,0.0,38719,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,no_lazy,禁用Lazy约束,7.0,22.233,optimal,False,False,True,False,2,v1_baseline,545,4456,7.0,0.0,9391,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,no_gurobi_presolve,禁用Gurobi预处理,7.0,22.523,optimal,False,False,True,True,0,v1_baseline,545,1096,7.0,0.0,22645,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,minimal,最小配置(全部禁用),7.0,13.908,optimal,False,False,False,False,0,v1_baseline,545,4456,7.0,0.0,6931,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,mipstart_only,仅MIPStart,7.0,10.007,optimal,False,False,True,False,0,v1_baseline,545,4456,7.0,0.0,3194,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,lazy_only,仅Lazy约束,7.0,30.802,optimal,False,False,False,True,0,v1_baseline,545,1096,7.0,0.0,68104,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_4_components,4x4-grid,standard,SMALL,16,24,presolve_only,仅Gurobi预处理,7.0,8.611,optimal,False,False,False,False,2,v1_baseline,545,4456,7.0,0.0,5983,0.2,1,0.0,0.0,7.0,True,correct_optimal,
