experiment,instance,dataset,size_category,n,m,encoding_variant,variant_description,treedepth,time,status,timeout,preprocessing_enabled,mipstart_enabled,lazy_constraints_enabled,gurobi_presolve,problem_variables,problem_constraints,gurobi_objval,gurobi_mip_gap,gurobi_node_count,graph_density,graph_components,preprocessing_reduction,memory_usage_mb,golden_standard,is_correct,validation_status,error_type
E4_5_variants,Pappus,famous,SMALL,18,27,v1_baseline,基线编码 - 基础ILP约束,9.0,120.125,timeout,True,False,False,False,2,685,6273,9.0,0.3333333333333333,64004,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_5_variants,Pappus,famous,SMALL,18,27,v2_explicit_transitivity,显式传递性 - 添加传递性约束,9.0,120.157,timeout,True,False,False,False,2,685,6609,9.0,0.3333333333333333,81814,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_5_variants,Pappus,famous,SMALL,18,27,v3_tight_bounds,更紧边界 - 增强邻居约束,9.0,120.153,timeout,True,False,False,False,2,685,6291,9.0,0.3333333333333333,83354,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_5_variants,Pappus,famous,SMALL,18,27,v4_with_symmetry,对称性破缺 - 减少对称解,9.0,120.13,timeout,True,False,False,False,2,685,6762,9.0,0.2222222222222222,74346,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_5_variants,Pappus,famous,SMALL,18,27,v5_enhanced_constraints,增强约束 - 组合多种改进,8.0,61.796,optimal,False,False,False,False,2,685,6780,8.0,0.0,34016,0.1765,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Pappus,famous,SMALL,18,27,v6_with_redundant,冗余约束 - 添加额外有效不等式,9.0,120.175,timeout,True,False,False,False,2,685,6273,9.0,0.3333333333333333,78582,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_5_variants,Pappus,famous,SMALL,18,27,v7_no_preprocessing,无预处理 - 最小约束集,9.0,120.147,timeout,True,False,False,False,2,685,6273,9.0,0.3333333333333333,75232,0.1765,1,0.0,0.0,8.0,False,error,timeout_not_optimal
E4_5_variants,Petersen,famous,TINY,10,15,v1_baseline,基线编码 - 基础ILP约束,6.0,0.38,optimal,False,False,False,False,2,221,1165,6.0,0.0,1,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Petersen,famous,TINY,10,15,v2_explicit_transitivity,显式传递性 - 添加传递性约束,6.0,0.348,optimal,False,False,False,False,2,221,1269,6.0,0.0,56,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Petersen,famous,TINY,10,15,v3_tight_bounds,更紧边界 - 增强邻居约束,6.0,0.469,optimal,False,False,False,False,2,221,1175,6.0,0.0,69,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Petersen,famous,TINY,10,15,v4_with_symmetry,对称性破缺 - 减少对称解,6.0,0.357,optimal,False,False,False,False,2,221,1314,6.0,0.0,1,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Petersen,famous,TINY,10,15,v5_enhanced_constraints,增强约束 - 组合多种改进,6.0,0.33,optimal,False,False,False,False,2,221,1324,6.0,0.0,1,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Petersen,famous,TINY,10,15,v6_with_redundant,冗余约束 - 添加额外有效不等式,6.0,0.347,optimal,False,False,False,False,2,221,1165,6.0,0.0,1,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Petersen,famous,TINY,10,15,v7_no_preprocessing,无预处理 - 最小约束集,6.0,0.347,optimal,False,False,False,False,2,221,1165,6.0,0.0,1,0.3333,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Pmin,famous,TINY,9,12,v1_baseline,基线编码 - 基础ILP约束,5.0,0.15,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Pmin,famous,TINY,9,12,v2_explicit_transitivity,显式传递性 - 添加传递性约束,5.0,0.081,optimal,False,False,False,False,2,181,951,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Pmin,famous,TINY,9,12,v3_tight_bounds,更紧边界 - 增强邻居约束,5.0,0.149,optimal,False,False,False,False,2,181,876,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Pmin,famous,TINY,9,12,v4_with_symmetry,对称性破缺 - 减少对称解,5.0,0.131,optimal,False,False,False,False,2,181,987,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Pmin,famous,TINY,9,12,v5_enhanced_constraints,增强约束 - 组合多种改进,5.0,0.079,optimal,False,False,False,False,2,181,996,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Pmin,famous,TINY,9,12,v6_with_redundant,冗余约束 - 添加额外有效不等式,5.0,0.15,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Pmin,famous,TINY,9,12,v7_no_preprocessing,无预处理 - 最小约束集,5.0,0.149,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Poussin,famous,SMALL,15,39,v1_baseline,基线编码 - 基础ILP约束,9.0,13.557,optimal,False,False,False,False,2,481,3714,9.0,0.0,5413,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_5_variants,Poussin,famous,SMALL,15,39,v2_explicit_transitivity,显式传递性 - 添加传递性约束,9.0,9.325,optimal,False,False,False,False,2,481,3948,9.0,0.0,3071,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_5_variants,Poussin,famous,SMALL,15,39,v3_tight_bounds,更紧边界 - 增强邻居约束,9.0,10.544,optimal,False,False,False,False,2,481,3729,9.0,0.0,3171,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_5_variants,Poussin,famous,SMALL,15,39,v4_with_symmetry,对称性破缺 - 减少对称解,9.0,5.227,optimal,False,False,False,False,2,481,4053,9.0,0.0,2771,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_5_variants,Poussin,famous,SMALL,15,39,v5_enhanced_constraints,增强约束 - 组合多种改进,9.0,5.89,optimal,False,False,False,False,2,481,4068,9.0,0.0,3571,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_5_variants,Poussin,famous,SMALL,15,39,v6_with_redundant,冗余约束 - 添加额外有效不等式,9.0,13.473,optimal,False,False,False,False,2,481,3714,9.0,0.0,5413,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_5_variants,Poussin,famous,SMALL,15,39,v7_no_preprocessing,无预处理 - 最小约束集,9.0,13.278,optimal,False,False,False,False,2,481,3714,9.0,0.0,5413,0.3714,1,0.0,0.0,9.0,True,correct_optimal,
E4_5_variants,Prism,famous,TINY,6,9,v1_baseline,基线编码 - 基础ILP约束,5.0,0.036,optimal,False,False,False,False,2,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Prism,famous,TINY,6,9,v2_explicit_transitivity,显式传递性 - 添加传递性约束,5.0,0.029,optimal,False,False,False,False,2,85,327,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Prism,famous,TINY,6,9,v3_tight_bounds,更紧边界 - 增强邻居约束,5.0,0.035,optimal,False,False,False,False,2,85,297,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Prism,famous,TINY,6,9,v4_with_symmetry,对称性破缺 - 减少对称解,5.0,0.027,optimal,False,False,False,False,2,85,342,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Prism,famous,TINY,6,9,v5_enhanced_constraints,增强约束 - 组合多种改进,5.0,0.032,optimal,False,False,False,False,2,85,348,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Prism,famous,TINY,6,9,v6_with_redundant,冗余约束 - 添加额外有效不等式,5.0,0.036,optimal,False,False,False,False,2,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Prism,famous,TINY,6,9,v7_no_preprocessing,无预处理 - 最小约束集,5.0,0.041,optimal,False,False,False,False,2,85,291,5.0,0.0,1,0.6,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,Robertson,famous,SMALL,19,38,v1_baseline,基线编码 - 基础ILP约束,10.0,62.177,optimal,False,False,False,False,2,761,7353,10.0,0.0,10622,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_5_variants,Robertson,famous,SMALL,19,38,v2_explicit_transitivity,显式传递性 - 添加传递性约束,10.0,79.059,optimal,False,False,False,False,2,761,7727,10.0,0.0,19255,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_5_variants,Robertson,famous,SMALL,19,38,v3_tight_bounds,更紧边界 - 增强邻居约束,10.0,55.16,optimal,False,False,False,False,2,761,7372,10.0,0.0,10130,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_5_variants,Robertson,famous,SMALL,19,38,v4_with_symmetry,对称性破缺 - 减少对称解,10.0,80.371,optimal,False,False,False,False,2,761,7898,10.0,0.0,18505,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_5_variants,Robertson,famous,SMALL,19,38,v5_enhanced_constraints,增强约束 - 组合多种改进,10.0,80.475,optimal,False,False,False,False,2,761,7917,10.0,0.0,18621,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_5_variants,Robertson,famous,SMALL,19,38,v6_with_redundant,冗余约束 - 添加额外有效不等式,10.0,62.447,optimal,False,False,False,False,2,761,7353,10.0,0.0,10622,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_5_variants,Robertson,famous,SMALL,19,38,v7_no_preprocessing,无预处理 - 最小约束集,10.0,62.193,optimal,False,False,False,False,2,761,7353,10.0,0.0,10622,0.2222,1,0.0,0.0,10.0,True,correct_optimal,
E4_5_variants,Shrikhande,famous,SMALL,16,48,v1_baseline,基线编码 - 基础ILP约束,11.0,30.799,optimal,False,False,False,False,2,545,4480,11.0,0.0,6825,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_5_variants,Shrikhande,famous,SMALL,16,48,v2_explicit_transitivity,显式传递性 - 添加传递性约束,11.0,32.922,optimal,False,False,False,False,2,545,4746,11.0,0.0,7875,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_5_variants,Shrikhande,famous,SMALL,16,48,v3_tight_bounds,更紧边界 - 增强邻居约束,11.0,32.619,optimal,False,False,False,False,2,545,4496,11.0,0.0,6971,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_5_variants,Shrikhande,famous,SMALL,16,48,v4_with_symmetry,对称性破缺 - 减少对称解,11.0,31.283,optimal,False,False,False,False,2,545,4866,11.0,0.0,7037,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_5_variants,Shrikhande,famous,SMALL,16,48,v5_enhanced_constraints,增强约束 - 组合多种改进,11.0,28.216,optimal,False,False,False,False,2,545,4882,11.0,0.0,5698,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_5_variants,Shrikhande,famous,SMALL,16,48,v6_with_redundant,冗余约束 - 添加额外有效不等式,11.0,30.497,optimal,False,False,False,False,2,545,4480,11.0,0.0,6825,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_5_variants,Shrikhande,famous,SMALL,16,48,v7_no_preprocessing,无预处理 - 最小约束集,11.0,30.324,optimal,False,False,False,False,2,545,4480,11.0,0.0,6825,0.4,1,0.0,0.0,11.0,True,correct_optimal,
E4_5_variants,Sousselier,famous,SMALL,16,27,v1_baseline,基线编码 - 基础ILP约束,8.0,9.052,optimal,False,False,False,False,2,545,4459,8.0,0.0,7132,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Sousselier,famous,SMALL,16,27,v2_explicit_transitivity,显式传递性 - 添加传递性约束,8.0,12.781,optimal,False,False,False,False,2,545,4725,8.0,0.0,12627,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Sousselier,famous,SMALL,16,27,v3_tight_bounds,更紧边界 - 增强邻居约束,8.0,11.632,optimal,False,False,False,False,2,545,4475,8.0,0.0,7456,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Sousselier,famous,SMALL,16,27,v4_with_symmetry,对称性破缺 - 减少对称解,8.0,6.973,optimal,False,False,False,False,2,545,4845,8.0,0.0,4843,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Sousselier,famous,SMALL,16,27,v5_enhanced_constraints,增强约束 - 组合多种改进,8.0,7.322,optimal,False,False,False,False,2,545,4861,8.0,0.0,4489,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Sousselier,famous,SMALL,16,27,v6_with_redundant,冗余约束 - 添加额外有效不等式,8.0,9.175,optimal,False,False,False,False,2,545,4459,8.0,0.0,7132,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Sousselier,famous,SMALL,16,27,v7_no_preprocessing,无预处理 - 最小约束集,8.0,9.169,optimal,False,False,False,False,2,545,4459,8.0,0.0,7132,0.225,1,0.0,0.0,8.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v1_baseline,基线编码 - 基础ILP约束,7.0,1.387,optimal,False,False,False,False,2,313,1950,7.0,0.0,1750,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v2_explicit_transitivity,显式传递性 - 添加传递性约束,7.0,2.038,optimal,False,False,False,False,2,313,2100,7.0,0.0,2196,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v3_tight_bounds,更紧边界 - 增强邻居约束,7.0,1.371,optimal,False,False,False,False,2,313,1962,7.0,0.0,1573,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v4_with_symmetry,对称性破缺 - 减少对称解,7.0,1.437,optimal,False,False,False,False,2,313,2166,7.0,0.0,2002,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v5_enhanced_constraints,增强约束 - 组合多种改进,7.0,1.595,optimal,False,False,False,False,2,313,2178,7.0,0.0,2003,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v6_with_redundant,冗余约束 - 添加额外有效不等式,7.0,1.314,optimal,False,False,False,False,2,313,1950,7.0,0.0,1750,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v7_no_preprocessing,无预处理 - 最小约束集,7.0,1.31,optimal,False,False,False,False,2,313,1950,7.0,0.0,1750,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v1_baseline,基线编码 - 基础ILP约束,6.0,0.11,optimal,False,False,False,False,2,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v2_explicit_transitivity,显式传递性 - 添加传递性约束,6.0,0.143,optimal,False,False,False,False,2,145,694,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v3_tight_bounds,更紧边界 - 增强邻居约束,6.0,0.111,optimal,False,False,False,False,2,145,636,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v4_with_symmetry,对称性破缺 - 减少对称解,6.0,0.118,optimal,False,False,False,False,2,145,722,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v5_enhanced_constraints,增强约束 - 组合多种改进,6.0,0.104,optimal,False,False,False,False,2,145,730,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v6_with_redundant,冗余约束 - 添加额外有效不等式,6.0,0.117,optimal,False,False,False,False,2,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v7_no_preprocessing,无预处理 - 最小约束集,6.0,0.116,optimal,False,False,False,False,2,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Watsin,famous,LARGE,50,75,v1_baseline,基线编码 - 基础ILP约束,,121.296,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v2_explicit_transitivity,显式传递性 - 添加传递性约束,,121.353,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v3_tight_bounds,更紧边界 - 增强邻居约束,,121.391,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v4_with_symmetry,对称性破缺 - 减少对称解,,121.403,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v5_enhanced_constraints,增强约束 - 组合多种改进,,121.357,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v6_with_redundant,冗余约束 - 添加额外有效不等式,,121.317,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v7_no_preprocessing,无预处理 - 最小约束集,,121.37,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,3x3-grid,standard,TINY,9,12,v1_baseline,基线编码 - 基础ILP约束,5.0,0.132,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v2_explicit_transitivity,显式传递性 - 添加传递性约束,5.0,0.13,optimal,False,False,False,False,2,181,951,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v3_tight_bounds,更紧边界 - 增强邻居约束,5.0,0.119,optimal,False,False,False,False,2,181,876,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v4_with_symmetry,对称性破缺 - 减少对称解,5.0,0.112,optimal,False,False,False,False,2,181,987,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v5_enhanced_constraints,增强约束 - 组合多种改进,5.0,0.067,optimal,False,False,False,False,2,181,996,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v6_with_redundant,冗余约束 - 添加额外有效不等式,5.0,0.118,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v7_no_preprocessing,无预处理 - 最小约束集,5.0,0.12,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v1_baseline,基线编码 - 基础ILP约束,7.0,7.164,optimal,False,False,False,False,2,545,4456,7.0,0.0,5983,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v2_explicit_transitivity,显式传递性 - 添加传递性约束,7.0,10.851,optimal,False,False,False,False,2,545,4722,7.0,0.0,4248,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v3_tight_bounds,更紧边界 - 增强邻居约束,7.0,7.189,optimal,False,False,False,False,2,545,4472,7.0,0.0,6448,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v4_with_symmetry,对称性破缺 - 减少对称解,7.0,8.259,optimal,False,False,False,False,2,545,4842,7.0,0.0,2734,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v5_enhanced_constraints,增强约束 - 组合多种改进,7.0,8.73,optimal,False,False,False,False,2,545,4858,7.0,0.0,8318,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v6_with_redundant,冗余约束 - 添加额外有效不等式,7.0,6.407,optimal,False,False,False,False,2,545,4456,7.0,0.0,5983,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v7_no_preprocessing,无预处理 - 最小约束集,7.0,6.383,optimal,False,False,False,False,2,545,4456,7.0,0.0,5983,0.2,1,0.0,0.0,7.0,True,correct_optimal,
